1,Kérdés,Helyes / Rossz válasz,,Helyes / Rossz válasz,,Helyes / Rossz válasz,,,
960,"Melyik kódlobogóval kell megjelölni a szervezett, csoportosan haladó és 10-nél több evezős vízi jármű részvételével zajló vízi túra túravezetőjének vízi járművét?",Az 1-es „U” jelű kódlobogóval.,I,A 2-es „Z” jelű kódlobogóval.,N,A 3-as „V” jelű kódlobogóval.,N,xxx-1872.jpg,xxx-1872.jpg
961,Melyik lobogót viseli a vízi mentőszolgálat motorosa az alábbiak közül?,"Az 1-es jelű zöld lobogót, közepén fehér kereszttel.",I,"A 2-es jelű fehér lobogót, közepén vörös kereszttel.",N,"A 3-as jelű vörös lobogót, közepén fehér.",N,teszt-1703.jpg,teszt-1703.jpg
962,"Válassza ki, milyen megkülönböztető fényjelzés viselhet a vízi mentőszolgálat riasztásra közlekedő mentőmotorosa elsőbbségi jogának jelzésére?",Villogó sárga fényt viselhet.,N,Villogó vörös fényt viselhet.,N,Villogó kék fényt viselhet.,I,xxx-0664.jpg,xxx-0664.jpg
963,"Válassza ki, hogy milyen jelzőtestet vagy jelzőtesteket viselhet a műveletképtelen hajó nappal?",1 db 3-as fekete gömböt.,N,2 db 3-as fekete gömböt függőleges vonalban elhelyezve.,I,1 db 4-es kettős kúpot és a 1 db 6-os kúpot függőleges vonalban elhelyezve.,N,teszt-1459.jpg,teszt-1459.jpg
964,"Hogyan jelölik nappal a hajó horgonyát, kötelét, horgonyláncát, ha az a hajózást veszélyeztetheti?",Radarreflektorral felszerelt kettőskúp alakú vörös úszóval.,N,Radarreflektorral felszerelt sárga úszóval.,I,Két radarreflektorral felszerelt sárga úszóval.,N,xxx-0151.jpg,xxx-0151.jpg
965,"Hogyan jelölik nappal annak a hajónak a horgonyát, amely úgy van kihelyezve, hogy az a hajózást veszélyeztetheti?",Sárga úszóval.,N,Sárga radarreflektorral felszerelt vörös úszóval.,N,Radarreflektorral felszerelt sárga úszóval.,I,xxx-0150.jpg,xxx-0150.jpg
966,"Válassza ki, milyen jelzéssel kell megjelölni nappal annak az úszó testek kötelékének (pl. tutaj) a horgonyát, amely úgy van kihelyezve, hogy az a hajózást veszélyeztetheti? ",Radarreflektorral felszerelt sárga úszóval.,I,Sárga radarreflektorral felszerelt vörös úszóval.,N,Sárga úszóval.,N,xxx-0158.jpg,xxx-0158.jpg
967,"Mire következtet, ha egy veszteglő úszómű környezetében radarreflektorral felszerelt sárga úszót lát? A radarreflektoros sárga úszó","azt jelöli, hogy az úszómű kihelyezett horgonya a hajózást veszélyezteti.",I,nem az úszóműhöz tartozó jelzés.,N,"azt jelöli, hogy az úszómű hullámzás elleni védelemre szorul.",N,zzz-0013.jpg,zzz-0013.jpg
968,"Mire következtet, ha egy veszteglő úszómű környezetében radarreflektorral felszerelt sárga úszót lát? A radarreflektoros sárga úszó","azt jelöli, hogy az úszómű kihelyezett horgonya a hajózást veszélyezteti.",I,nem az úszóműhöz tartozó jelzés.,N,"azt jelöli, hogy az úszómű hullámzás elleni védelemre szorul.",N,xxx-3635.jpg,xxx-3635.jpg
969,"Mire következtet, ha egy munkát végző úszómunkagép környezetében radarreflektorral felszerelt sárga úszó(ka)t lát? A radarreflektoros sárga úszó(k)","azt jelöli(k), hogy az úszómunkagép horgonya(i), kötele(i), horgonylánca(i) a hajózást veszélyeztetheti(k).",I,"nem az úszómunkagéphez tartozó jelzés(ek), hanem a munkavégzés sarokpontjának, sarokpontjainak megjelölésére szolgál(nak).",N,"azt jelöli(k), hogy az úszómunkagép hullámzás elleni védelemre szorul.",N,zzz-0014.jpg,zzz-0014.jpg
970,"Mire következtet, ha egy munkát végző úszómunkagép környezetében radarreflektorral felszerelt sárga úszó(ka)t lát? A radarreflektoros sárga úszó(k)","azt jelöli(k), hogy az úszómunkagép horgonya(i), kötele(i), horgonylánca(i) a hajózást veszélyeztetheti(k).",I,"nem az úszómunkagéphez tartozó jelzés(ek), hanem a munkavégzés sarokpontjának, sarokpontjainak megjelölésére szolgál(nak).",N,"azt jelöli(k), hogy az úszómunkagép hullámzás elleni védelemre szorul.",N,xxx-3639.jpg,xxx-3639.jpg
971,"Milyen jelzéssel kell megjelölni nappal annak az úszómunkagépnek a horgonyát, kötelét, horgonyláncát, amely úgy van kihelyezve, hogy az a hajózást veszélyeztetheti",Sárga úszóval kell jelölini.,N,Vörös radarreflektorral felszerelt sárga úszóval kell jelölni.,N,Radarreflektorral felszerelt sárga úszóval kell jelölni.,I,xxx-0163.jpg,xxx-0163.jpg
972,"Milyen jelzéssel kell megjelölni nappal annak az úszómunkagépnek a horgonyát, kötelét, horgonyláncát, amely úgy van kihelyezve, hogy az a hajózást veszélyeztetheti?",Radarreflektorral felszerelt sárga úszóval kell jelölni.,I,Vörös radarreflektorral felszerelt sárga úszóval kell jelölni.,N,Radarreflektorral felszerelt zöld úszóval kell jelölni.,N,xxx-0164.jpg,xxx-0164.jpg
973,"Mire következtet, ha egy hullámzás elleni védelemre szoruló munkát végző úszómunkagép környezetében radarreflektorral felszerelt sárga úszó(ka)t lát? A radarreflektoros sárga úszó(k)","azt jelöli(k), hogy az úszómunkagép nem munkát végez, hanem a kihelyezett horgonyának/horgonyainak felhasználásával a munkaterületen belüli manővert (ereszkedést) végez.",N,a munkavégzés sarokpontjának megjelölésére szolgál.,N,"azt jelöli(k), hogy az úszómunkagép horgonya(i), kötele(i), horgonylánca(i) a hajózást veszélyeztetheti(k).",I,zzz-0015.jpg,zzz-0015.jpg
974,"Mire következtet, ha egy hullámzás elleni védelemre szoruló munkát végző úszómunkagép környezetében radarreflektorral felszerelt sárga úszó(ka)t lát? A radarreflektoros sárga úszó(k)","azt jelöli(k), hogy az úszómunkagép nem munkát végez, hanem a kihelyezett horgonyának/horgonyainak felhasználásával a munkaterületen belüli manővert (ereszkedést) végez.",N,a munkavégzés sarokpontjának megjelölésére szolgál.,N,"azt jelöli(k), hogy az úszómunkagép horgonya(i), kötele(i), horgonylánca(i) a hajózást veszélyeztetheti(k).",I,xxx-3636.jpg,xxx-3636.jpg
975,"Válassza ki, milyen jelzéssel jelölik nappal a hullámzás elleni védelemre szoruló úszómunkagépnek azt a horgonyát, kötelét, horgonyláncát, amely úgy van kihelyezve, hogy az a hajózást veszélyeztetheti? Az úszómunkagép jelzésein kívül a veszélyes horgonyt",zöld úszóval jelölik.,N,radarreflektorral felszerelt sárga úszóval jelölik.,I,egy fölötte elhelyezett minden oldalról látható villogó fehér fénnyel jelölik.,N,xxx-0165.jpg,xxx-0165.jpg
976,"Válassza ki, milyen megkülönböztető fényjelzés viselhet a veszélyhelyzetet megelőző vagy elhárító tevékenységet végző honvédelmi, valamint katasztrófavédelmi célú hajó? ",Villogó sárga fényt viselhet.,N,Villogó vörös fényt viselhet.,N,Villogó kék fényt viselhet.,I,xxx-0664.jpg,xxx-0664.jpg
977,Milyen hajók viselhetnek gyors villogó sárga fényt?,"A víziúton munkát, mérést vagy szondázást végző menetben lévő olyan hajó, amely a jelzés viselésére az illetékes hatóság írásos engedélyével rendelkezik.",I,"Az a munkát végző hajó, amely a hajóútban vesztegel.",N,"A víziúton szondázást vagy mérést végző olyan hajó, amelynek vezetője a munka jellegéből adódóan azt szükségesnek tartja.",N,zzz-0016.jpg,zzz-0016.jpg
978,Milyen hajók viselhetnek gyors villogó sárga fényt?,"A víziúton munkát, mérést vagy szondázást végző menetben lévő olyan hajó, amely a jelzés viselésére az illetékes hatóság írásos engedélyével rendelkezik.",I,"Az a munkát végző hajó, amely a hajóútban vesztegel.",N,"A víziúton szondázást vagy mérést végző olyan hajó, amelynek vezetője a munka jellegéből adódóan azt szükségesnek tartja.",N,xxx-3674.jpg,xxx-3674.jpg
979,"Hogyan kell jelölni éjszaka a hajó horgonyait, köteleit, horgonyláncait, ha az(ok) a hajózást veszélyeztetheti? ","Minden oldalról látható sárga fényt viselő, radarreflektorral felszerelt úszóval.",N,"Minden oldalról látható villogó fehér fényt viselő, radarreflektorral felszerelt úszóval.",N,"Minden oldalról látható fehér fényt viselő, radarreflektorral felszerelt úszóval.",I,,
980,"Mire következtet, ha egy veszteglő hajó közelében radarreflektorral felszerelt sárga úszót lát? ",A radarreflektoros sárga úszó nem a veszteglő hajóhoz tartozó jelzés.,N,A hajó melletti elhajózás szabad oldalát jelzi a radarreflektoros sárga úszó.,N,A hajó kihelyezett horgonya a hajózást veszélyezteti.,I,zzz-0017.jpg,zzz-0017.jpg
981,"Mire következtet, ha egy veszteglő hajó közelében radarreflektorral felszerelt sárga úszót lát? ",A radarreflektoros sárga úszó nem a veszteglő hajóhoz tartozó jelzés.,N,A hajó melletti elhajózás szabad oldalát jelzi a radarreflektoros sárga úszó.,N,A hajó kihelyezett horgonya a hajózást veszélyezteti.,I,xxx-3631.jpg,xxx-3631.jpg
982,"Mivel kell jelölni éjszaka hajó, úszó testek köteléke és úszómű horgonyát, ill. az úszó munkagép horgonyait, köteleit, horgonyláncait, ha az(ok) a hajózást veszélyeztetheti(k)?","A veszélyes horgony(oka)t egy minden oldalról látható szokásos fehér fényt viselő, radarreflektorral ellátott úszóval kell megjelölni.",I,"A veszélyes horgony(oka)t két minden oldalról látható szokásos sárga fényt viselő, radarreflektorral ellátott úszóval kell megjelölni.",N,"A veszélyes horgony(oka)t egy minden oldalról látható szokásos vörös fényt viselő, radarreflektorral ellátott úszóval kell megjelölni.",N,xxx-0144.jpg,xxx-0144.jpg
983,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (árboc-, oldal- és gyors villanó sárga) fényeket észleli? A fények egy","víziúton munkát vagy szondázást, illetve mérést végző menetben lévő géphajót jelölnek.",I,"egy veszteglő hajót jelölnek, amely munkát (szondázást, mérést) végez.",N,egy menetben lévő felügyeleti tevékenységet végző hajót jelölnek.,N,zzz-0018.jpg,zzz-0018.jpg
984,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (árboc-, oldal- és gyors villanó sárga) fényeket észleli? A fények egy","víziúton munkát vagy szondázást, illetve mérést végző menetben lévő géphajót jelölnek.",I,"egy veszteglő hajót jelölnek, amely munkát (szondázást, mérést) végez.",N,egy menetben lévő felügyeleti tevékenységet végző hajót jelölnek.,N,xxx-3677.jpg,xxx-3677.jpg
985,"Milyen menetben lévő vagy veszteglő úszólétesítmény alkalmazhatja a hullámzás elleni védelemre utaló nappali, éjszakai jelzéseket? Az illetékes hatóság engedélyével rendelkező","súlyosan sérült, fennakadt vagy elsüllyedt, továbbá a műveletképességében korlátozott hajó, úszó testek köteléke és az úszómű.",N,"súlyosan sérült vagy mentési munkában részt vevők, továbbá a műveletképtelen hajó, úszó testek köteléke és az úszómű.",I,"súlyosan sérült vagy mentés alatt álló, továbbá a műveletképtelen hajó, úszó testek köteléke és az úszómű.",N,,
986,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (két fekete gömb között egy fekete kettős kúp) jelzéseket észleli? ",Víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,N,Víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,I,zzz-0019.jpg,zzz-0019.jpg
987,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (két fekete gömb között egy fekete kettős kúp) jelzéseket észleli? ",Víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,N,Víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,I,teszt-1592.jpg,teszt-1592.jpg
988,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható jelzéseket észleli? Hullámzás elleni védelemre szoruló",víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,N,víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,I,zzz-0020.jpg,zzz-0020.jpg
989,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható jelzéseket észleli? Hullámzás elleni védelemre szoruló",víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,N,víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,I,xxx-3731.jpg,xxx-3731.jpg
990,"Milyen hajó jelenlétére számít, ha azon az ábrán látható (két függőleges vonalban elhelyezett, csúcsaikkal érintkező fekete kúp) jelzéseket észleli?",Víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,I,Víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,N,zzz-0021.jpg,zzz-0021.jpg
991,"Milyen hajó jelenlétére számít, ha azon az ábrán látható (két függőleges vonalban elhelyezett, csúcsaikkal érintkező fekete kúp) jelzéseket észleli?",Víz alatti vagy egyéb munkák végzése miatt hajózási akadályt képező hajó.,N,Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó.,I,Víz alatti vagy egyéb munkák végzése miatt műveletképességében korlátozott hajó.,N,teszt-1200.jpg,teszt-1200.jpg
992,"Milyen hajó jelenlétére következtet, ha azon az ábrán látható (két egymás függőleges vonalban elhelyezett csúcsaikkal érintkező és egy csúcsával felfelé fordított fekete kúpot) jelzéseket észleli?","Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó, amelynek halászati eszköze 150 méternél hosszabb.",N,"Olyan halászati tevékenységet végző hajó, amely mellett (a csúcsával felfelé néző fekete kúp irányában) 150 m-nél kisebb távolságra nyúlik ki a halászati eszköz.",N,"Olyan halászati tevékenységet végző hajó, amely mellett (a csúcsával felfelé néző fekete kúp irányában) 150 m-nél nagyobb távolságra nyúlik ki a halászati eszköz.",I,zzz-0022.jpg,zzz-0022.jpg
993,"Milyen hajó jelenlétére következtet, ha azon az ábrán látható (két egymás függőleges vonalban elhelyezett csúcsaikkal érintkező és egy csúcsával felfelé fordított fekete kúpot) jelzéseket észleli?","Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó, amelynek halászati eszköze 150 méternél hosszabb.",N,"Olyan halászati tevékenységet végző hajó, amely mellett (a csúcsával felfelé néző fekete kúp irányában) 150 m-nél kisebb távolságra nyúlik ki a halászati eszköz.",N,"Olyan halászati tevékenységet végző hajó, amely mellett (a csúcsával felfelé néző fekete kúp irányában) 150 m-nél nagyobb távolságra nyúlik ki a halászati eszköz.",I,teszt-0125.jpg,teszt-0125.jpg
994,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (háromszög alakban elrendezett három fekete gömb) jelzéseket észleli?","Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó, amelynek halászati eszköze 150 méternél hosszabb.",N,"Olyan halászati tevékenységet végző hajó, amely 150 m-nél kisebb távolságra nyúlik ki a halászati eszköz.",N,Aknamentesítéssel foglalkozó hajó.,I,zzz-0023.jpg,zzz-0023.jpg
995,"Milyen úszólétesítmény jelenlétére következtet, ha azon az ábrán látható (háromszög alakban elrendezett három fekete gömb) jelzéseket észleli?","Vonóháló vagy más halászeszköz vízben vonszolásával foglalkozó hajó, amelynek halászati eszköze 150 méternél hosszabb.",N,"Olyan halászati tevékenységet végző hajó, amely 150 m-nél kisebb távolságra nyúlik ki a halászati eszköz.",N,Aknamentesítéssel foglalkozó hajó.,I,teszt-1670.jpg,teszt-1670.jpg
